symbol,entry_date,exit_date,entry_price,exit_price,pnl_pct,pnl_rupees,reason,hold_days,cumulative_pnl
ADFFOODS,2024-06-03,2024-06-10,213.9,225.01,4.83,96.68,Time Stop (5d),7,8431.120000000004
ADL,2024-06-03,2024-06-10,84.0,85.96,1.97,39.47,Time Stop (5d),7,8470.590000000004
63MOONS,2024-06-03,2024-06-10,348.6,349.8,-0.02,-0.32,Time Stop (5d),7,8470.270000000004
ADVANIHOTR,2024-06-03,2024-06-10,68.35,70.33,2.54,50.74,Time Stop (5d),7,8521.010000000004
AEGISLOG,2024-06-03,2024-06-10,718.95,760.65,5.44,108.8,Time Stop (5d),7,8629.810000000003
AFSL,2024-06-03,2024-06-10,400.6,391.1,-2.73,-54.63,Time Stop (5d),7,8575.180000000004
AIROLAM,2024-06-03,2024-06-10,147.3,145.01,-1.91,-38.29,Time Stop (5d),7,8536.890000000003
ADROITINFO,2024-06-03,2024-06-10,19.05,19.12,0.01,0.15,Time Stop (5d),7,8537.040000000003
ADOR,2024-06-10,2024-06-11,1240.4,1458.495702617365,17.22,344.45,Take Profit,1,8881.490000000003
3IINFOLTD,2024-06-07,2024-06-12,35.92,34.88,-3.26,-65.11,Time Stop (5d),5,8816.380000000003
ACCURACY,2024-06-10,2024-06-13,9.18,10.618103923296225,15.31,306.11,Take Profit,3,9122.490000000003
21STCENMGM,2024-06-10,2024-06-14,51.51,55.380838925065476,7.15,143.09,Take Profit,4,9265.580000000004
ABSLAMC,2024-06-10,2024-06-14,598.65,681.563300896085,13.49,269.8,Take Profit,4,9535.380000000003
ADANIPORTS,2024-06-10,2024-06-18,1384.05,1445.0,4.04,80.87,Time Stop (5d),8,9616.250000000004
ADANIPOWER,2024-06-10,2024-06-18,153.94,149.63,-3.16,-63.2,Time Stop (5d),8,9553.050000000003
ADL,2024-06-10,2024-06-18,85.96,91.51,6.1,121.93,Time Stop (5d),8,9674.980000000003
AARTECH,2024-06-13,2024-06-18,75.06,75.2,-0.17,-3.47,Time Stop (5d),5,9671.510000000004
ADSL,2024-06-10,2024-06-18,146.74,147.4,0.09,1.8,Time Stop (5d),8,9673.310000000003
AEGISLOG,2024-06-10,2024-06-18,760.65,833.4,9.2,184.08,Time Stop (5d),8,9857.390000000003
AAVAS,2024-06-11,2024-06-18,1847.7,1900.45,2.49,49.9,Time Stop (5d),7,9907.290000000003
ALBERTDAVD,2024-06-12,2024-06-18,1269.05,1294.55,1.65,32.99,Time Stop (5d),6,9940.280000000002
ADANIGREEN,2024-06-10,2024-06-18,1880.35,1814.0,-3.89,-77.77,Time Stop (5d),8,9862.510000000002
ADROITINFO,2024-06-10,2024-06-18,19.12,19.04,-0.78,-15.57,Time Stop (5d),8,9846.940000000002
ADANIENT,2024-06-10,2024-06-18,3121.84,3208.07,2.4,48.04,Time Stop (5d),8,9894.980000000003
ACUTAAS,2024-06-10,2024-06-18,615.75,655.48,6.09,121.85,Time Stop (5d),8,10016.830000000004
63MOONS,2024-06-10,2024-06-18,349.8,372.55,6.14,122.87,Time Stop (5d),8,10139.700000000004
ACL,2024-06-10,2024-06-18,96.41,99.71,3.06,61.26,Time Stop (5d),8,10200.960000000005
ACE,2024-06-10,2024-06-18,1468.5,1476.9,0.21,4.24,Time Stop (5d),8,10205.200000000004
ACEINTEG,2024-06-10,2024-06-18,34.34,34.0,-1.35,-27.0,Time Stop (5d),8,10178.200000000004
ACC,2024-06-10,2024-06-18,2543.1,2652.0,3.92,78.44,Time Stop (5d),8,10256.640000000005
ABREL,2024-06-10,2024-06-18,2090.3,2358.9,12.49,249.8,Time Stop (5d),8,10506.440000000004
AAREYDRUGS,2024-06-10,2024-06-18,46.26,46.88,0.98,19.61,Time Stop (5d),8,10526.050000000005
AAATECH,2024-06-10,2024-06-18,109.93,111.46,1.03,20.64,Time Stop (5d),8,10546.690000000004
ADANIENSOL,2024-06-10,2024-06-18,1026.8,1026.55,-0.38,-7.69,Time Stop (5d),8,10539.000000000004
3PLAND,2024-06-10,2024-06-18,30.97,30.47,-1.97,-39.49,Time Stop (5d),8,10499.510000000004
20MICRONS,2024-06-10,2024-06-18,181.74,190.29,4.34,86.89,Time Stop (5d),8,10586.400000000003
ABB,2024-06-14,2024-06-19,9020.0,8544.0,-5.64,-112.74,Time Stop (5d),5,10473.660000000003
21STCENMGM,2024-06-14,2024-06-19,55.75,57.99,3.66,73.16,Time Stop (5d),5,10546.820000000003
AKG,2024-06-18,2024-06-24,23.31,22.49,-3.88,-77.56,Time Stop (5d),6,10469.260000000004
AIRAN,2024-06-18,2024-06-24,29.5,29.78,0.59,11.78,Time Stop (5d),6,10481.040000000005
AJOONI,2024-06-18,2024-06-24,5.24,5.12,-2.65,-53.0,Time Stop (5d),6,10428.040000000005
AKASH,2024-06-18,2024-06-24,33.3,33.86,1.32,26.43,Time Stop (5d),6,10454.470000000005
ALICON,2024-06-18,2024-06-24,1292.6,1277.85,-1.5,-30.02,Time Stop (5d),6,10424.450000000004
AHLADA,2024-06-18,2024-06-24,123.42,117.91,-4.82,-96.49,Time Stop (5d),6,10327.960000000005
AMBICAAGAR,2024-06-18,2024-06-24,27.21,27.36,0.19,3.83,Time Stop (5d),6,10331.790000000005
AMDIND,2024-06-18,2024-06-24,73.19,72.85,-0.82,-16.49,Time Stop (5d),6,10315.300000000005
20MICRONS,2024-06-19,2024-06-24,185.37,218.88680067178046,17.72,354.42,Take Profit,5,10669.720000000005
21STCENMGM,2024-06-19,2024-06-24,57.99,61.52,5.73,114.55,Time Stop (5d),5,10784.270000000004
ALKALI,2024-06-18,2024-06-24,119.31,133.27,11.34,226.81,Time Stop (5d),6,11011.080000000004
AGARIND,2024-06-18,2024-06-24,1211.9,1191.1,-2.08,-41.53,Time Stop (5d),6,10969.550000000003
AFSL,2024-06-18,2024-06-24,479.0,476.3,-0.92,-18.47,Time Stop (5d),6,10951.080000000004
AEGISLOG,2024-06-18,2024-06-24,833.4,805.4,-3.72,-74.39,Time Stop (5d),6,10876.690000000004
3PLAND,2024-06-18,2024-06-24,30.47,31.01,1.41,28.24,Time Stop (5d),6,10904.930000000004
AAATECH,2024-06-18,2024-06-24,111.46,111.59,-0.24,-4.87,Time Stop (5d),6,10900.060000000003
AARTIPHARM,2024-06-18,2024-06-24,643.7,623.4,-3.51,-70.27,Time Stop (5d),6,10829.790000000003
ABREL,2024-06-18,2024-06-24,2358.9,2329.5,-1.61,-32.13,Time Stop (5d),6,10797.660000000003
ACCURACY,2024-06-18,2024-06-24,11.3,12.41,9.46,189.26,Time Stop (5d),6,10986.920000000004
AAREYDRUGS,2024-06-18,2024-06-24,46.88,47.23,0.39,7.73,Time Stop (5d),6,10994.650000000003
ACL,2024-06-18,2024-06-24,99.71,96.64,-3.44,-68.78,Time Stop (5d),6,10925.870000000003
ADANIPOWER,2024-06-18,2024-06-24,149.63,147.69,-1.66,-33.13,Time Stop (5d),6,10892.740000000003
ADL,2024-06-18,2024-06-24,91.51,93.3,1.6,31.92,Time Stop (5d),6,10924.660000000003
ADROITINFO,2024-06-18,2024-06-24,19.04,18.69,-2.2,-43.96,Time Stop (5d),6,10880.700000000004
ACE,2024-06-18,2024-06-24,1476.9,1478.75,-0.23,-4.69,Time Stop (5d),6,10876.010000000004
ALKALI,2024-06-24,2024-06-27,133.27,155.57090163164656,16.37,327.47,Take Profit,3,11203.480000000003
3PLAND,2024-06-24,2024-06-27,31.01,37.59513188252265,20.88,417.51,Take Profit,3,11620.990000000003
21STCENMGM,2024-06-24,2024-06-28,61.52,65.41926134842811,5.98,119.56,Take Profit,4,11740.550000000003
AJOONI,2024-06-24,2024-07-01,5.12,5.78,12.53,250.61,Time Stop (5d),7,11991.160000000003
AKASH,2024-06-24,2024-07-01,33.86,33.6,-1.13,-22.56,Time Stop (5d),7,11968.600000000004
AKI,2024-06-24,2024-07-01,25.52,25.37,-0.95,-18.96,Time Stop (5d),7,11949.640000000005
ALANKIT,2024-06-24,2024-07-01,19.67,22.844015401011394,15.78,315.53,Take Profit,7,12265.170000000006
ANDHRSUGAR,2024-06-24,2024-07-01,118.75,115.8,-2.84,-56.88,Time Stop (5d),7,12208.290000000006
AMDIND,2024-06-24,2024-07-01,72.85,72.02,-1.5,-29.99,Time Stop (5d),7,12178.300000000007
AMJLAND,2024-06-24,2024-07-01,41.73,44.0,5.08,101.59,Time Stop (5d),7,12279.890000000007
AGROPHOS,2024-06-24,2024-07-01,47.03,46.82,-0.81,-16.13,Time Stop (5d),7,12263.760000000007
ALICON,2024-06-24,2024-07-01,1277.85,1318.9,2.85,57.05,Time Stop (5d),7,12320.810000000007
AGARIND,2024-06-24,2024-07-01,1191.1,1165.1,-2.54,-50.86,Time Stop (5d),7,12269.950000000006
AHLADA,2024-06-24,2024-07-01,117.91,117.21,-0.95,-19.07,Time Stop (5d),7,12250.880000000006
AEGISLOG,2024-06-24,2024-07-01,805.4,855.1,5.81,116.22,Time Stop (5d),7,12367.100000000006
AEROFLEX,2024-06-24,2024-07-01,161.19,160.02,-1.09,-21.72,Time Stop (5d),7,12345.380000000006
AAATECH,2024-06-24,2024-07-01,111.59,108.81,-2.85,-57.03,Time Stop (5d),7,12288.350000000006
AAREYDRUGS,2024-06-24,2024-07-01,47.23,47.05,-0.74,-14.82,Time Stop (5d),7,12273.530000000006
ABREL,2024-06-24,2024-07-01,2329.5,2303.2,-1.49,-29.78,Time Stop (5d),7,12243.750000000005
ACCURACY,2024-06-24,2024-07-01,12.41,13.3,6.81,136.23,Time Stop (5d),7,12379.980000000005
20MICRONS,2024-06-24,2024-07-01,220.37,220.41,-0.34,-6.84,Time Stop (5d),7,12373.140000000005
ACUTAAS,2024-06-24,2024-07-01,666.13,658.95,-1.44,-28.76,Time Stop (5d),7,12344.380000000005
ADL,2024-06-24,2024-07-01,93.3,91.43,-2.36,-47.29,Time Stop (5d),7,12297.090000000004
ADSL,2024-06-24,2024-07-01,163.08,190.2024156079811,16.27,325.43,Take Profit,7,12622.520000000004
ACL,2024-06-24,2024-07-01,96.64,97.5,0.53,10.6,Time Stop (5d),7,12633.120000000004
3IINFOLTD,2024-06-27,2024-07-02,33.41,34.37,2.51,50.27,Time Stop (5d),5,12683.390000000005
3PLAND,2024-06-27,2024-07-02,38.06,38.09,-0.28,-5.62,Time Stop (5d),5,12677.770000000004
21STCENMGM,2024-06-28,2024-07-03,66.58,70.6167653678794,5.7,114.06,Take Profit,5,12791.830000000004
AJOONI,2024-07-01,2024-07-03,5.78,6.776489116130935,16.88,337.61,Take Profit,2,13129.440000000004
ASTRON,2024-07-01,2024-07-03,22.26,23.98449180765671,7.39,147.74,Take Profit,2,13277.180000000004
AURIGROW,2024-07-01,2024-07-05,0.93,1.1021452355383974,18.15,363.0,Take Profit,4,13640.180000000004
BAFNAPH,2024-07-01,2024-07-05,79.24,94.468587780805,18.86,377.17,Take Profit,4,14017.350000000004
BAIDFIN,2024-07-01,2024-07-08,18.11,17.76,-2.29,-45.85,Time Stop (5d),7,13971.500000000004
AYMSYNTEX,2024-07-01,2024-07-08,110.56,115.19,3.83,76.56,Time Stop (5d),7,14048.060000000003
BALKRISHNA,2024-07-01,2024-07-08,24.05,25.16,4.26,85.11,Time Stop (5d),7,14133.170000000004
21STCENMGM,2024-07-03,2024-07-08,70.64,74.81714960394717,5.55,111.07,Take Profit,5,14244.240000000003
BCONCEPTS,2024-07-01,2024-07-08,650.3,609.75,-6.6,-131.91,Time Stop (5d),7,14112.330000000004
3PLAND,2024-07-02,2024-07-08,38.09,37.87,-0.94,-18.75,Time Stop (5d),6,14093.580000000004
ARCHIES,2024-07-02,2024-07-08,25.01,25.75,2.6,51.98,Time Stop (5d),6,14145.560000000003
20MICRONS,2024-07-03,2024-07-08,227.8,223.75,-2.14,-42.76,Time Stop (5d),5,14102.800000000003
AGARIND,2024-07-03,2024-07-08,1243.05,1196.25,-4.12,-82.5,Time Stop (5d),5,14020.300000000003
BBL,2024-07-01,2024-07-08,4907.8,5377.2,9.2,184.09,Time Stop (5d),7,14204.390000000003
AXISCADES,2024-07-01,2024-07-08,596.0,615.4,2.9,57.9,Time Stop (5d),7,14262.290000000003
AFSL,2024-07-01,2024-07-08,496.0,506.2,1.7,33.93,Time Stop (5d),7,14296.220000000003
ATULAUTO,2024-07-01,2024-07-08,752.25,788.3,4.43,88.65,Time Stop (5d),7,14384.870000000003
ADSL,2024-07-01,2024-07-08,217.4,218.09,-0.04,-0.85,Time Stop (5d),7,14384.020000000002
ALANKIT,2024-07-01,2024-07-08,23.69,24.17,1.67,33.32,Time Stop (5d),7,14417.340000000002
ALICON,2024-07-01,2024-07-08,1318.9,1314.5,-0.69,-13.87,Time Stop (5d),7,14403.470000000001
ARMANFIN,2024-07-01,2024-07-08,2132.2,2082.15,-2.71,-54.15,Time Stop (5d),7,14349.320000000002
AUTOIND,2024-07-01,2024-07-08,133.63,138.04,2.94,58.8,Time Stop (5d),7,14408.12
ARTNIRMAN,2024-07-01,2024-07-08,64.0,65.19,1.5,29.99,Time Stop (5d),7,14438.11
ASAHISONG,2024-07-01,2024-07-08,488.55,449.5,-8.35,-167.06,Time Stop (5d),7,14271.050000000001
ASHIMASYN,2024-07-01,2024-07-08,47.1,45.67,-3.4,-67.92,Time Stop (5d),7,14203.130000000001
ASIANENE,2024-07-01,2024-07-08,323.95,332.4,2.25,44.97,Time Stop (5d),7,14248.1
AROGRANITE,2024-07-01,2024-07-08,60.09,60.92,1.02,20.43,Time Stop (5d),7,14268.53
AAATECH,2024-07-05,2024-07-10,103.16,112.96,9.14,182.8,Time Stop (5d),5,14451.33
ACCURACY,2024-07-05,2024-07-10,12.71,12.48,-2.17,-43.39,Time Stop (5d),5,14407.94
ENERGYDEV,2024-07-08,2024-07-11,24.64,27.790827292245144,12.43,248.55,Take Profit,3,14656.49
21STCENMGM,2024-07-08,2024-07-11,74.95,79.29768683668803,5.44,108.82,Take Profit,3,14765.31
ANIKINDS,2024-07-08,2024-07-12,55.29,66.28395096229373,19.52,390.48,Take Profit,4,15155.789999999999
DCI,2024-07-08,2024-07-12,298.16,353.4987171523819,18.2,364.0,Take Profit,4,15519.789999999999
ADSL,2024-07-10,2024-07-15,213.42,239.12,11.68,233.64,Time Stop (5d),5,15753.429999999998
COUNCODOS,2024-07-08,2024-07-15,6.87,6.86,-0.51,-10.11,Time Stop (5d),7,15743.319999999998
EMIL,2024-07-08,2024-07-15,242.29,227.72,-6.37,-127.47,Time Stop (5d),7,15615.849999999999
DSSL,2024-07-08,2024-07-15,1325.3,1330.9,0.06,1.25,Time Stop (5d),7,15617.099999999999
DIGISPICE,2024-07-08,2024-07-15,44.4,41.72,-6.4,-127.92,Time Stop (5d),7,15489.179999999998
DEVIT,2024-07-08,2024-07-15,47.87,58.14,21.09,421.88,Time Stop (5d),7,15911.059999999998
CROWN,2024-07-08,2024-07-15,288.0,283.5,-1.92,-38.45,Time Stop (5d),7,15872.609999999997
ALKALI,2024-07-10,2024-07-15,134.9,140.41,3.72,74.49,Time Stop (5d),5,15947.099999999997
CORDSCABLE,2024-07-08,2024-07-15,226.23,234.9,3.47,69.45,Time Stop (5d),7,16016.549999999997
BAIDFIN,2024-07-08,2024-07-15,17.76,18.65,4.65,93.03,Time Stop (5d),7,16109.579999999998
BLKASHYAP,2024-07-08,2024-07-15,102.67,103.51,0.46,9.16,Time Stop (5d),7,16118.739999999998
BCONCEPTS,2024-07-08,2024-07-15,609.75,597.65,-2.34,-46.89,Time Stop (5d),7,16071.849999999999
AYMSYNTEX,2024-07-08,2024-07-15,115.19,119.02,2.96,59.3,Time Stop (5d),7,16131.149999999998
ASHIMASYN,2024-07-08,2024-07-15,45.67,43.5,-5.11,-102.23,Time Stop (5d),7,16028.919999999998
ARENTERP,2024-07-08,2024-07-15,45.48,44.5,-2.51,-50.3,Time Stop (5d),7,15978.619999999999
ANTELOPUS,2024-07-08,2024-07-15,783.1,771.75,-1.81,-36.19,Time Stop (5d),7,15942.429999999998
ALANKIT,2024-07-08,2024-07-15,24.17,22.75,-6.24,-124.7,Time Stop (5d),7,15817.729999999998
AKSHOPTFBR,2024-07-08,2024-07-15,8.98,8.97,-0.47,-9.43,Time Stop (5d),7,15808.299999999997
3PLAND,2024-07-08,2024-07-15,37.87,38.13,0.33,6.53,Time Stop (5d),7,15814.829999999998
CORALFINAC,2024-07-08,2024-07-15,62.32,58.02,-7.26,-145.2,Time Stop (5d),7,15669.629999999997
ARTNIRMAN,2024-07-08,2024-07-15,65.19,66.81,2.13,42.5,Time Stop (5d),7,15712.129999999997
ACCURACY,2024-07-11,2024-07-16,13.1,13.04,-0.82,-16.36,Time Stop (5d),5,15695.769999999997
21STCENMGM,2024-07-11,2024-07-16,79.51,79.0,-1.0,-20.03,Time Stop (5d),5,15675.739999999996
ATLANTAA,2024-07-15,2024-07-18,43.69,41.087656212318024,-6.32,-126.33,Stop Loss,3,15549.409999999996
ATULAUTO,2024-07-12,2024-07-18,735.7,710.4,-3.8,-75.98,Time Stop (5d),6,15473.429999999997
AEGISLOG,2024-07-12,2024-07-18,845.85,885.65,4.35,86.91,Time Stop (5d),6,15560.339999999997
APOLLO,2024-07-15,2024-07-19,109.76,123.55091407465017,12.2,244.09,Take Profit,4,15804.429999999997
ADSL,2024-07-15,2024-07-22,239.12,218.95,-8.8,-175.9,Time Stop (5d),7,15628.529999999997
CCHHL,2024-07-16,2024-07-22,24.6,22.45,-9.1,-182.0,Time Stop (5d),6,15446.529999999997
AURIONPRO,2024-07-16,2024-07-22,1507.6,1500.8,-0.81,-16.22,Time Stop (5d),6,15430.309999999998
CEMPRO,2024-07-15,2024-07-22,498.9,499.7,-0.2,-3.99,Time Stop (5d),7,15426.319999999998
BYKE,2024-07-15,2024-07-22,76.46,74.47,-2.96,-59.25,Time Stop (5d),7,15367.069999999998
BLKASHYAP,2024-07-15,2024-07-22,103.51,100.81,-2.97,-59.37,Time Stop (5d),7,15307.699999999997
BIRLAMONEY,2024-07-15,2024-07-22,172.66,164.76,-4.94,-98.71,Time Stop (5d),7,15208.989999999998
BHANDARI,2024-07-15,2024-07-22,6.39,6.07,-5.37,-107.36,Time Stop (5d),7,15101.629999999997
BCONCEPTS,2024-07-15,2024-07-22,597.65,584.15,-2.62,-52.38,Time Stop (5d),7,15049.249999999998
BALAXI,2024-07-15,2024-07-22,110.46,104.51,-5.75,-114.93,Time Stop (5d),7,14934.319999999998
CENTEXT,2024-07-15,2024-07-22,28.75,25.86,-10.41,-208.24,Time Stop (5d),7,14726.079999999998
AUTOIND,2024-07-15,2024-07-22,125.34,123.23,-2.04,-40.87,Time Stop (5d),7,14685.209999999997
ASIANHOTNR,2024-07-15,2024-07-22,162.22,179.41,10.24,204.73,Time Stop (5d),7,14889.939999999997
ASIANENE,2024-07-15,2024-07-22,340.8,323.2,-5.52,-110.49,Time Stop (5d),7,14779.449999999997
ASHIMASYN,2024-07-15,2024-07-22,43.5,43.61,-0.11,-2.14,Time Stop (5d),7,14777.309999999998
ASHAPURMIN,2024-07-15,2024-07-22,374.55,356.4,-5.21,-104.12,Time Stop (5d),7,14673.189999999997
ANIKINDS,2024-07-15,2024-07-22,65.62,68.47,3.98,79.66,Time Stop (5d),7,14752.849999999997
AMJLAND,2024-07-15,2024-07-22,62.49,55.69,-11.24,-224.83,Time Stop (5d),7,14528.019999999997
ALANKIT,2024-07-15,2024-07-22,22.75,24.21,6.06,121.15,Time Stop (5d),7,14649.169999999996
AKI,2024-07-15,2024-07-22,23.06,22.92,-0.97,-19.34,Time Stop (5d),7,14629.829999999996
BAIDFIN,2024-07-15,2024-07-22,18.65,16.2,-13.5,-269.93,Time Stop (5d),7,14359.899999999996
20MICRONS,2024-07-18,2024-07-23,205.48,218.77,6.11,122.16,Time Stop (5d),5,14482.059999999996
AERONEU,2024-07-18,2024-07-23,78.57,76.81,-2.6,-52.0,Time Stop (5d),5,14430.059999999996
AHLEAST,2024-07-18,2024-07-23,128.06,127.25,-0.99,-19.85,Time Stop (5d),5,14410.209999999995
BHAGCHEM,2024-07-22,2024-07-24,277.71,325.3084040491675,16.78,335.59,Take Profit,2,14745.799999999996
3PLAND,2024-07-19,2024-07-24,35.34,37.34,5.3,105.99,Time Stop (5d),5,14851.789999999995
AWHCL,2024-07-22,2024-07-24,668.75,783.5706480432979,16.81,336.19,Take Profit,2,15187.979999999996
AKSHAR,2024-07-22,2024-07-25,1.41,1.6091929130956653,13.77,275.34,Take Profit,3,15463.319999999996
ASIANHOTNR,2024-07-22,2024-07-26,179.41,207.97666004770383,15.56,311.25,Take Profit,4,15774.569999999996
ACCURACY,2024-07-24,2024-07-29,11.9,12.09,1.24,24.73,Time Stop (5d),5,15799.299999999996
3PLAND,2024-07-24,2024-07-29,37.34,36.95,-1.4,-28.09,Time Stop (5d),5,15771.209999999995
ADSL,2024-07-23,2024-07-29,222.87,230.57,3.09,61.9,Time Stop (5d),6,15833.109999999995
ABB,2024-07-23,2024-07-29,7503.05,7974.3,5.92,118.42,Time Stop (5d),6,15951.529999999995
63MOONS,2024-07-23,2024-07-29,324.9,356.2,9.27,185.47,Time Stop (5d),6,16136.999999999995
BLAL,2024-07-22,2024-07-29,321.4,328.35,1.8,36.05,Time Stop (5d),7,16173.049999999994
BIRLACABLE,2024-07-22,2024-07-29,287.05,287.76,-0.11,-2.25,Time Stop (5d),7,16170.799999999994
BAIDFIN,2024-07-22,2024-07-29,16.2,16.33,0.44,8.85,Time Stop (5d),7,16179.649999999994
BAJAJHIND,2024-07-22,2024-07-29,39.98,43.65,8.82,176.39,Time Stop (5d),7,16356.039999999994
AEGISLOG,2024-07-24,2024-07-29,874.95,884.15,0.69,13.83,Time Stop (5d),5,16369.869999999994
BALAXI,2024-07-22,2024-07-29,104.51,119.88,14.35,286.93,Time Stop (5d),7,16656.799999999992
AUTOIND,2024-07-22,2024-07-29,123.23,124.42,0.61,12.11,Time Stop (5d),7,16668.909999999993
AURIONPRO,2024-07-22,2024-07-29,1500.8,1689.45,12.21,244.2,Time Stop (5d),7,16913.109999999993
BAGFILMS,2024-07-22,2024-07-29,8.47,9.21,8.38,167.53,Time Stop (5d),7,17080.639999999992
ATAM,2024-07-22,2024-07-29,178.86,188.57,5.07,101.38,Time Stop (5d),7,17182.019999999993
ASHAPURMIN,2024-07-22,2024-07-29,356.4,369.2,3.23,64.63,Time Stop (5d),7,17246.649999999994
ASAL,2024-07-22,2024-07-29,951.5,1007.65,5.54,110.82,Time Stop (5d),7,17357.469999999994
ARIES,2024-07-22,2024-07-29,287.6,276.85,-4.1,-81.96,Time Stop (5d),7,17275.509999999995
APARINDS,2024-07-22,2024-07-29,8188.35,8653.8,5.32,106.49,Time Stop (5d),7,17381.999999999996
ANIKINDS,2024-07-22,2024-07-29,68.47,69.56,1.23,24.64,Time Stop (5d),7,17406.639999999996
ALANKIT,2024-07-22,2024-07-29,24.21,27.25,12.2,243.94,Time Stop (5d),7,17650.579999999994
AKI,2024-07-22,2024-07-29,22.92,24.37,5.97,119.33,Time Stop (5d),7,17769.909999999996
ADL,2024-07-22,2024-07-29,87.14,93.02,6.39,127.76,Time Stop (5d),7,17897.669999999995
AIROLAM,2024-07-25,2024-07-30,131.07,125.96,-4.26,-85.17,Time Stop (5d),5,17812.499999999996
ACEINTEG,2024-07-29,2024-07-30,36.95,43.98919500191906,18.69,373.81,Take Profit,1,18186.309999999998
20MICRONS,2024-07-26,2024-07-31,257.57,272.02,5.25,105.0,Time Stop (5d),5,18291.309999999998
AKASH,2024-07-29,2024-08-01,40.2,35.01201783749556,-13.27,-265.31,Stop Loss,3,18025.999999999996
BBOX,2024-07-29,2024-08-02,473.05,554.3153405605314,16.82,336.38,Take Profit,4,18362.379999999997
BALAXI,2024-07-29,2024-08-05,119.88,110.73,-7.99,-159.85,Time Stop (5d),7,18202.53
63MOONS,2024-07-30,2024-08-05,374.0,383.25,2.11,42.27,Time Stop (5d),6,18244.8
21STCENMGM,2024-07-30,2024-08-05,81.34,86.4936064597531,5.98,119.52,Take Profit,6,18364.32
COCHINSHIP,2024-07-29,2024-08-05,2590.95,2411.0,-7.31,-146.11,Time Stop (5d),7,18218.21
CCHHL,2024-07-29,2024-08-05,26.07,25.15,-3.89,-77.78,Time Stop (5d),7,18140.43
BYKE,2024-07-29,2024-08-05,79.94,82.11,2.35,47.09,Time Stop (5d),7,18187.52
BVCL,2024-07-29,2024-08-05,69.74,63.24,-9.68,-193.61,Time Stop (5d),7,17993.91
BHAGCHEM,2024-07-29,2024-08-05,362.85,346.05,-4.99,-99.8,Time Stop (5d),7,17894.11
BASML,2024-07-29,2024-08-05,54.24,51.99,-4.51,-90.16,Time Stop (5d),7,17803.95
AGRITECH,2024-07-31,2024-08-05,243.76,222.74,-8.98,-179.66,Time Stop (5d),5,17624.29
BAIDFIN,2024-07-29,2024-08-05,16.33,15.28,-6.79,-135.8,Time Stop (5d),7,17488.49
AWHCL,2024-07-29,2024-08-05,808.65,776.6,-4.32,-86.47,Time Stop (5d),7,17402.02
AVONMORE,2024-07-29,2024-08-05,14.35,14.25,-1.06,-21.14,Time Stop (5d),7,17380.88
AURIONPRO,2024-07-29,2024-08-05,1689.45,1625.0,-4.17,-83.5,Time Stop (5d),7,17297.38
ATALREAL,2024-07-29,2024-08-05,7.58,7.27,-4.45,-88.99,Time Stop (5d),7,17208.39
ASPINWALL,2024-07-29,2024-08-05,296.8,273.0,-8.38,-167.58,Time Stop (5d),7,17040.809999999998
ASIANENE,2024-07-29,2024-08-05,341.25,316.95,-7.48,-149.62,Time Stop (5d),7,16891.19
ASAHISONG,2024-07-29,2024-08-05,493.85,546.1,10.22,204.4,Time Stop (5d),7,17095.59
ARTNIRMAN,2024-07-29,2024-08-05,67.17,63.34,-6.06,-121.24,Time Stop (5d),7,16974.35
ARTEMISMED,2024-07-29,2024-08-05,260.72,244.2,-6.7,-133.93,Time Stop (5d),7,16840.42
ALANKIT,2024-07-29,2024-08-05,27.25,24.32,-11.11,-222.25,Time Stop (5d),7,16618.17
AJOONI,2024-07-29,2024-08-05,7.43,7.29,-2.24,-44.89,Time Stop (5d),7,16573.28
3PLAND,2024-07-29,2024-08-05,36.95,37.33,0.67,13.37,Time Stop (5d),7,16586.649999999998
ADANIENSOL,2024-08-01,2024-08-06,1275.2,1136.7600676820139,-11.22,-224.33,Stop Loss,5,16362.319999999998
20MICRONS,2024-08-02,2024-08-07,287.75,295.15,2.21,44.23,Time Stop (5d),5,16406.55
21STCENMGM,2024-08-05,2024-08-08,88.02,93.35379566058434,5.7,114.0,Take Profit,3,16520.55
AIRAN,2024-08-05,2024-08-08,27.67,33.16081823052076,19.48,389.68,Take Profit,3,16910.23
20MICRONS,2024-08-07,2024-08-12,295.15,314.45,6.18,123.58,Time Stop (5d),5,17033.81
360ONE,2024-08-06,2024-08-12,994.2,1035.25,3.77,75.38,Time Stop (5d),6,17109.190000000002
ARIHANTSUP,2024-08-05,2024-08-12,301.8,303.25,0.12,2.41,Time Stop (5d),7,17111.600000000002
ARIHANTCAP,2024-08-05,2024-08-12,72.25,75.72,4.44,88.86,Time Stop (5d),7,17200.460000000003
ARIES,2024-08-05,2024-08-12,269.25,283.1,4.78,95.68,Time Stop (5d),7,17296.140000000003
ARE&M,2024-08-05,2024-08-12,1507.55,1597.7,5.62,112.4,Time Stop (5d),7,17408.540000000005
APARINDS,2024-08-05,2024-08-12,8213.25,8406.95,2.0,39.97,Time Stop (5d),7,17448.510000000006
ANIKINDS,2024-08-05,2024-08-12,69.13,67.93,-2.1,-41.92,Time Stop (5d),7,17406.590000000007
ANDHRSUGAR,2024-08-05,2024-08-12,108.85,112.1,2.63,52.52,Time Stop (5d),7,17459.110000000008
